stat_date,adcode,lng,lat,province,city,district,formatted_address,skycon,astro_sunrise,astro_sunset,cloudrate_avg,cloudrate_max,cloudrate_min,dswrf_avg,dswrf_max,dswrf_min,temperature_avg,temperature_max,temperature_min,precipitation_avg,precipitation_max,precipitation_min,pressure_avg,pressure_max,pressure_min,wind_direction_avg,wind_direction_max,wind_direction_min,wind_speed_avg,wind_speed_max,wind_speed_min,humidity_avg,humidity_max,humidity_min,visibility_avg,visibility_max,visibility_min,pm25_avg,pm25_max,pm25_min,life_index_carwashing_desc,life_index_carwashing_index,life_index_coldrisk_desc,life_index_coldrisk_index,life_index_comfort_desc,life_index_comfort_index,life_index_dressing_desc,life_index_dressing_index,life_index_ultraviolet_desc,life_index_ultraviolet_index,skycon_desc,precipitation_avg_desc,precipitation_max_desc,precipitation_min_desc,cloudrate_avg_desc,cloudrate_max_desc,cloudrate_min_desc,pm25_avg_desc,pm25_max_desc,pm25_min_desc,wind_direction_avg_dec,wind_direction_max_dec,wind_direction_min_dec,wind_speed_avg_desc,wind_speed_max_desc,wind_speed_min_desc,temperature_08h_20h_avg,temperature_08h_20h_max,temperature_08h_20h_min,temperature_20h_32h_avg,temperature_20h_32h_max,temperature_20h_32h_min,ds
20221108,632600,100.244808,34.471431,青海省,果洛藏族自治州,\N,青海省果洛藏族自治州,LIGHT_SNOW,07:45,18:20,0.43,1,0,199.9,670.9,0,-2,4.19,-7.59,0.13,1.57,0,61540.8,61662.09,61462,244.23,264.11,229.72,11.17,23.65,6.17,0.41,0.57,0.16,19.96,35.68,0.83,13,22,7,较不适宜,3,极易发,4,湿冷,12,极冷,8,强,4,小雪,小雪,暴雪,无雪,多云,多云,晴,\N,\N,\N,西西南(WSW),西(W),西南(SW),2级(清风),4级(树枝摇动),2级(清风),\N,\N,\N,\N,\N,\N,20221108
20221108,370400,117.323725,34.810487,山东省,枣庄市,\N,山东省枣庄市,LIGHT_RAIN,06:37,17:11,0.23,0.96,0,165.3,499.3,0,16.03,21,13,0.04,0.78,0,101518.66,101740.36,101322.47,103,114.95,89.38,11.46,13.64,9.18,0.58,0.81,0.39,6.18,12.59,0.04,50,55,48,较不适宜,3,极易发,4,温暖,4,温暖,4,中等,3,小雨,小雨,暴雨,无雨,多云,多云,晴,\N,\N,\N,东东南(ESE),东东南(ESE),东(E),2级(清风),3级(树叶摇摆),2级(清风),\N,\N,\N,\N,\N,\N,20221108
20221108,620600,102.638011,37.928264,甘肃省,武威市,\N,甘肃省武威市,PARTLY_CLOUDY_DAY,07:42,18:04,0.49,1,0,126,433,0,5.81,14,-1,0,0,0,82720.1,82882.89,82573.18,336.07,4.33,241.36,6.86,10.71,2.23,0.36,0.43,0.24,22.41,34.5,13.63,27,30,25,适宜,1,极易发,4,很冷,8,冷,6,强,4,多云（白天）,无雨,无雨,无雨,多云,多云,晴,\N,\N,\N,北西北(NNW),\N,西西南(WSW),2级(清风),2级(清风),1级(微风徐徐),\N,\N,\N,\N,\N,\N,20221108
20221108,230600,125.103784,46.589309,黑龙江省,大庆市,\N,黑龙江省大庆市,PARTLY_CLOUDY_DAY,06:31,16:15,0.49,1,0.04,97,349.2,0,2.1,8,-0.17,0,0,0,99867.55,100131.42,99520,217.55,213.91,234.87,12.74,18.23,9.91,0.41,0.56,0.23,24.04,35.41,12.11,9,23,3,适宜,1,极易发,4,湿冷,12,寒冷,7,强,4,多云（白天）,无雨,无雨,无雨,多云,多云,晴,\N,\N,\N,西南(SW),西南(SW),西南(SW),3级(树叶摇摆),3级(树叶摇摆),2级(清风),\N,\N,\N,\N,\N,\N,20221108
20221108,451200,108.085261,24.692931,广西壮族自治区,河池市,\N,广西壮族自治区河池市,CLEAR_DAY,06:58,18:03,0.03,0.24,0,226.1,647.7,0,21.69,28,15,0,0,0,97199.8,97442.66,96944.4,87.08,145.77,230.34,3.96,7.53,0.83,0.61,0.88,0.34,14.64,23.9,9.92,20,30,14,适宜,1,极易发,4,热,3,温暖,4,很强,5,晴（白天）,无雨,无雨,无雨,晴,多云,晴,\N,\N,\N,东(E),东南(SE),西南(SW),1级(微风徐徐),2级(清风),0级(无风),\N,\N,\N,\N,\N,\N,20221108
20221108,150300,106.794249,39.655388,内蒙古自治区,乌海市,\N,内蒙古自治区乌海市,PARTLY_CLOUDY_DAY,07:28,17:44,0.47,1,0.01,107.6,332.4,0,7.33,15,-1,0.03,0.28,0,88039.04,88193.62,87848.7,136.47,142.89,157.47,7.27,13.39,2.33,0.43,0.58,0.31,36.5,50.74,7.96,23,29,19,较不适宜,3,极易发,4,很冷,8,冷,6,最弱,1,多云（白天）,无雨,\N,无雨,多云,多云,晴,\N,\N,\N,东南(SE),东南(SE),南东南(SSE),2级(清风),3级(树叶摇摆),1级(微风徐徐),\N,\N,\N,\N,\N,\N,20221108
20221108,230700,128.841147,47.727536,黑龙江省,伊春市,\N,黑龙江省伊春市,LIGHT_SNOW,06:19,15:57,0.31,0.99,0,95.7,350.5,0,-0.28,6,-4,0.15,1.67,0,97580.66,97698.34,97351.8,229.53,258.02,147.46,7.53,15.93,4.91,0.68,0.78,0.48,18.45,35.52,3.63,9,18,3,较不适宜,3,极易发,4,湿冷,12,极冷,8,强,4,小雪,小雪,暴雪,无雪,多云,多云,晴,\N,\N,\N,西南(SW),西西南(WSW),南东南(SSE),2级(清风),3级(树叶摇摆),1级(微风徐徐),\N,\N,\N,\N,\N,\N,20221108
20221108,150800,107.387657,40.743213,内蒙古自治区,巴彦淖尔市,\N,内蒙古自治区巴彦淖尔市,LIGHT_RAIN,07:28,17:39,0.75,1,0.05,98.7,317.5,0,5.96,12,2,0.1,0.73,0,89954.11,90150.12,89793.95,62.25,62.36,58.93,10.03,15.25,3.14,0.37,0.54,0.3,25.31,41.25,10.54,31,38,25,较不适宜,3,极易发,4,很冷,8,冷,6,最弱,1,小雨,小雨,暴雨,无雨,多云,多云,晴,\N,\N,\N,东东北(ENE),东东北(ENE),东东北(ENE),2级(清风),3级(树叶摇摆),1级(微风徐徐),\N,\N,\N,\N,\N,\N,20221108
20221108,533100,98.584895,24.433353,云南省,德宏傣族景颇族自治州,\N,云南省德宏傣族景颇族自治州,CLEAR_DAY,07:36,18:42,0,0.03,0,233.7,750,0,18.94,27,12,0,0,0,85509.61,85718.9,85320,6.86,251.5,347.18,2.92,5.26,1.04,0.69,0.9,0.35,21.28,26.58,16.11,3,4,3,适宜,1,极易发,4,温暖,4,温暖,4,很强,5,晴（白天）,无雨,无雨,无雨,晴,晴,晴,\N,\N,\N,\N,西西南(WSW),北西北(NNW),1级(微风徐徐),1级(微风徐徐),1级(微风徐徐),\N,\N,\N,\N,\N,\N,20221108
20221108,451300,109.221465,23.750306,广西壮族自治区,来宾市,\N,广西壮族自治区来宾市,PARTLY_CLOUDY_DAY,06:52,18:00,0.29,0.89,0,231,646.6,0,23.15,30,16,0,0,0,100164.2,100405.8,99916.68,153.98,142.44,55.24,4.05,7.33,0.76,0.51,0.68,0.33,14.44,23.44,9.13,10,20,5,适宜,1,极易发,4,热,3,热,3,很强,5,多云（白天）,无雨,无雨,无雨,多云,多云,晴,\N,\N,\N,南东南(SSE),东南(SE),东北(NE),1级(微风徐徐),2级(清风),0级(无风),\N,\N,\N,\N,\N,\N,20221108
