stat_date,adcode,lng,lat,province,city,district,formatted_address,skycon,astro_sunrise,astro_sunset,cloudrate_avg,cloudrate_max,cloudrate_min,dswrf_avg,dswrf_max,dswrf_min,temperature_avg,temperature_max,temperature_min,precipitation_avg,precipitation_max,precipitation_min,pressure_avg,pressure_max,pressure_min,wind_direction_avg,wind_direction_max,wind_direction_min,wind_speed_avg,wind_speed_max,wind_speed_min,humidity_avg,humidity_max,humidity_min,visibility_avg,visibility_max,visibility_min,pm25_avg,pm25_max,pm25_min,life_index_carwashing_desc,life_index_carwashing_index,life_index_coldrisk_desc,life_index_coldrisk_index,life_index_comfort_desc,life_index_comfort_index,life_index_dressing_desc,life_index_dressing_index,life_index_ultraviolet_desc,life_index_ultraviolet_index,skycon_desc,precipitation_avg_desc,precipitation_max_desc,precipitation_min_desc,cloudrate_avg_desc,cloudrate_max_desc,cloudrate_min_desc,pm25_avg_desc,pm25_max_desc,pm25_min_desc,wind_direction_avg_dec,wind_direction_max_dec,wind_direction_min_dec,wind_speed_avg_desc,wind_speed_max_desc,wind_speed_min_desc,temperature_08h_20h_avg,temperature_08h_20h_max,temperature_08h_20h_min,temperature_20h_32h_avg,temperature_20h_32h_max,temperature_20h_32h_min,ds
20220818,110000,116.407526,39.90403,北京市,北京市,\N,北京市,HEAVY_RAIN,05:28,19:07,0.89,1,0.28,19.8,76.1,0,25.33,27,24,2.3,8.78,0,99518.72,99887.44,99136.73,178.38,205.17,277.72,8.53,13.72,2.89,0.94,0.98,0.77,11.39,20.1,2.95,7,18,3,较不适宜,3,易发,3,热,3,热,3,最弱,1,大雨,暴雨,暴雨,无雨,多云,多云,多云,\N,\N,\N,南(S),南西南(SSW),西(W),2级(清风),3级(树叶摇摆),1级(微风徐徐),\N,\N,\N,\N,\N,\N,20220818
20220818,120000,117.200983,39.084158,天津市,天津市,\N,天津市,LIGHT_RAIN,05:26,19:03,0.97,1,0.3,75.9,283.5,0,24.92,28,23,0.31,4.65,0,100128.69,100480,99626.93,183.22,217.87,85.17,11.4,21.36,3.94,0.84,0.96,0.71,20.38,28,2.27,21,29,15,较不适宜,3,易发,3,热,3,热,3,最弱,1,小雨,中雨,暴雨,无雨,多云,多云,多云,\N,\N,\N,南(S),西南(SW),东(E),2级(清风),4级(树枝摇动),1级(微风徐徐),\N,\N,\N,\N,\N,\N,20220818
20220818,130200,118.180193,39.630867,河北省,唐山市,\N,河北省唐山市,LIGHT_RAIN,05:22,19:00,0.95,1,0.3,35.8,193.1,0,24.79,27,24,0.28,1.12,0,99976.49,100328.03,99486.15,173.11,190.33,282.67,11.75,24.88,1.28,0.91,0.97,0.73,17.27,32.06,6.78,28,31,26,较不适宜,3,易发,3,热,3,热,3,最弱,1,小雨,中雨,暴雨,无雨,多云,多云,多云,\N,\N,\N,南(S),南(S),西西北(WNW),2级(清风),4级(树枝摇动),1级(微风徐徐),\N,\N,\N,\N,\N,\N,20220818
20220818,130100,114.514859,38.042306,河北省,石家庄市,\N,河北省石家庄市,LIGHT_RAIN,05:39,19:12,0.96,1,0.3,92.3,259.1,0,26.5,29,25,0.23,2.48,0,99229.76,99587.99,98814.26,338.55,352.93,57.54,4.66,11.9,0.51,0.83,0.99,0.72,15.22,23.67,4.83,34,41,24,较不适宜,3,易发,3,热,3,很热,2,最弱,1,小雨,小雨,暴雨,无雨,多云,多云,多云,\N,\N,\N,北西北(NNW),\N,东东北(ENE),1级(微风徐徐),2级(清风),0级(无风),\N,\N,\N,\N,\N,\N,20220818
20220818,360400,116.00193,29.705077,江西省,九江市,\N,江西省九江市,PARTLY_CLOUDY_DAY,05:45,18:54,0.41,0.9,0.05,306.5,774.2,0,33.5,39,28,0,0,0,99333.81,99477.47,99157.47,136.95,138.63,91.69,6.85,10.68,3.49,0.58,0.79,0.39,24.25,29.71,20.17,16,22,10,适宜,1,极易发,4,闷热,0,极热,1,中等,3,多云（白天）,无雨,无雨,无雨,多云,多云,晴,\N,\N,\N,东南(SE),东南(SE),东(E),2级(清风),2级(清风),1级(微风徐徐),\N,\N,\N,\N,\N,\N,20220818
20220818,220100,125.323544,43.817071,吉林省,长春市,\N,吉林省长春市,LIGHT_RAIN,04:46,18:39,0.66,1,0.01,211.8,610,0,24.02,29,19,0.04,0.9,0,97718.83,97926.41,97360.1,208.4,221.72,216.14,19.29,26.02,9.66,0.87,0.95,0.78,15.74,22.39,9.91,15,24,11,较不适宜,3,极易发,4,温暖,4,温暖,4,最弱,1,小雨,小雨,暴雨,无雨,多云,多云,晴,\N,\N,\N,南西南(SSW),西南(SW),西南(SW),3级(树叶摇摆),4级(树枝摇动),2级(清风),\N,\N,\N,\N,\N,\N,20220818
20220818,220200,126.549576,43.837883,吉林省,吉林市,\N,吉林市,LIGHT_RAIN,04:41,18:34,0.7,1,0,257.8,689.6,0,24.12,29,19,0.08,0.71,0,97251.45,97420.07,96927.82,199.24,219.42,163.32,12.48,20,6.16,0.84,0.93,0.68,18.71,31.4,9.01,10,14,7,较不适宜,3,极易发,4,温暖,4,热,3,最弱,1,小雨,小雨,暴雨,无雨,多云,多云,晴,\N,\N,\N,南西南(SSW),西南(SW),南东南(SSE),3级(树叶摇摆),4级(树枝摇动),2级(清风),\N,\N,\N,\N,\N,\N,20220818
20220818,652800,86.145298,41.764115,新疆维吾尔自治区,巴音郭楞蒙古自治州,\N,新疆维吾尔自治区巴音郭楞蒙古自治州,LIGHT_RAIN,07:26,21:12,0.14,0.96,0,269.6,846.2,0,20.71,29,14,0.04,0.53,0,89012.54,89236.82,88759.66,230.23,235.65,154.79,12.41,22.89,1.36,0.48,0.7,0.27,33.53,40.07,26.16,22,26,17,较不适宜,3,极易发,4,温暖,4,温暖,4,强,4,小雨,小雨,暴雨,无雨,晴,多云,晴,\N,\N,\N,西南(SW),西南(SW),南东南(SSE),3级(树叶摇摆),4级(树枝摇动),1级(微风徐徐),\N,\N,\N,\N,\N,\N,20220818
20220818,220300,124.350398,43.166419,吉林省,四平市,\N,吉林省四平市,PARTLY_CLOUDY_DAY,04:51,18:41,0.78,1,0,258.3,665.4,0,23.75,29,18,0,0,0,98094.15,98329.04,97689.04,204.68,205.93,201.86,22.46,29.65,10.95,0.86,0.95,0.75,17.77,22.09,13.51,17,29,14,较不适宜,3,极易发,4,温暖,4,温暖,4,最弱,1,多云（白天）,无雨,无雨,无雨,多云,多云,晴,\N,\N,\N,南西南(SSW),南西南(SSW),南西南(SSW),4级(树枝摇动),\N,2级(清风),\N,\N,\N,\N,\N,\N,20220818
20220818,220400,125.143532,42.887918,吉林省,辽源市,\N,吉林省辽源市,PARTLY_CLOUDY_DAY,04:48,18:38,0.78,1,0.01,244.1,682.1,0,23.67,29,19,0,0,0,96642.86,96825.19,96265.19,210.04,232.3,215.32,16.01,24.03,7.15,0.85,0.95,0.73,20.37,33.69,10.12,17,27,13,较不适宜,3,极易发,4,温暖,4,温暖,4,最弱,1,多云（白天）,无雨,无雨,无雨,多云,多云,晴,\N,\N,\N,南西南(SSW),西南(SW),西南(SW),3级(树叶摇摆),4级(树枝摇动),2级(清风),\N,\N,\N,\N,\N,\N,20220818
