stat_date,adcode,lng,lat,province,city,district,formatted_address,skycon,astro_sunrise,astro_sunset,cloudrate_avg,cloudrate_max,cloudrate_min,dswrf_avg,dswrf_max,dswrf_min,temperature_avg,temperature_max,temperature_min,precipitation_avg,precipitation_max,precipitation_min,pressure_avg,pressure_max,pressure_min,wind_direction_avg,wind_direction_max,wind_direction_min,wind_speed_avg,wind_speed_max,wind_speed_min,humidity_avg,humidity_max,humidity_min,visibility_avg,visibility_max,visibility_min,pm25_avg,pm25_max,pm25_min,life_index_carwashing_desc,life_index_carwashing_index,life_index_coldrisk_desc,life_index_coldrisk_index,life_index_comfort_desc,life_index_comfort_index,life_index_dressing_desc,life_index_dressing_index,life_index_ultraviolet_desc,life_index_ultraviolet_index,skycon_desc,precipitation_avg_desc,precipitation_max_desc,precipitation_min_desc,cloudrate_avg_desc,cloudrate_max_desc,cloudrate_min_desc,pm25_avg_desc,pm25_max_desc,pm25_min_desc,wind_direction_avg_dec,wind_direction_max_dec,wind_direction_min_dec,wind_speed_avg_desc,wind_speed_max_desc,wind_speed_min_desc,temperature_08h_20h_avg,temperature_08h_20h_max,temperature_08h_20h_min,temperature_20h_32h_avg,temperature_20h_32h_max,temperature_20h_32h_min,ds
20230121,360600,117.069202,28.260189,江西省,鹰潭市,\N,江西省鹰潭市,PARTLY_CLOUDY_DAY,07:03,17:42,0.52,0.97,0.05,171.2,492.7,0,10.69,13,8,0,0,0,101460.25,101850.83,101130.83,77.81,79.36,101.87,10.71,14.99,4.26,0.73,0.81,0.59,23.54,35.35,11.29,35,60,24,较不适宜,3,易发,3,很冷,8,凉爽,5,强,4,多云（白天）,无雨,无雨,无雨,多云,多云,晴,\N,\N,\N,东东北(ENE),东(E),东东南(ESE),2级(清风),3级(树叶摇摆),1级(微风徐徐),\N,\N,\N,\N,\N,\N,20230121
20230121,360800,114.992509,27.113443,江西省,吉安市,\N,江西省吉安市,PARTLY_CLOUDY_DAY,07:09,17:52,0.43,0.99,0,182.4,550.3,0,11.06,16,8,0,0,0,101084.7,101478.68,100678.68,17.29,17.43,346.31,4.86,8.94,2.42,0.6,0.72,0.46,25.87,41.81,12.45,40,76,28,较不适宜,3,极易发,4,很冷,8,凉爽,5,中等,3,多云（白天）,无雨,无雨,无雨,多云,多云,晴,\N,\N,\N,北东北(NNE),北东北(NNE),北西北(NNW),1级(微风徐徐),2级(清风),1级(微风徐徐),\N,\N,\N,\N,\N,\N,20230121
20230121,360900,114.416778,27.815619,江西省,宜春市,\N,江西省宜春市,PARTLY_CLOUDY_DAY,07:13,17:53,0.75,1,0.08,85.8,334.7,0,9.32,11,6,0.01,0.17,0,99610.62,100002.59,99282.59,67.08,51.2,356.79,5.12,9.12,1.49,0.63,0.72,0.54,32.68,42.91,12.22,67,85,50,较不适宜,3,易发,3,很冷,8,冷,6,最弱,1,多云（白天）,无雨,小雨,无雨,多云,多云,晴,\N,\N,\N,东东北(ENE),东北(NE),\N,1级(微风徐徐),2级(清风),1级(微风徐徐),\N,\N,\N,\N,\N,\N,20230121
20230121,361000,116.358181,27.949217,江西省,抚州市,\N,江西省抚州市,PARTLY_CLOUDY_DAY,07:05,17:45,0.54,1,0.05,158.4,485.5,0,10.31,14,7,0,0,0,101405.83,101789.52,101033.36,46.04,22.15,135.58,4.2,8.41,0.9,0.72,0.84,0.59,25.87,37.77,11.9,52,70,44,较不适宜,3,易发,3,很冷,8,凉爽,5,强,4,多云（白天）,无雨,无雨,无雨,多云,多云,晴,\N,\N,\N,东北(NE),北东北(NNE),东南(SE),1级(微风徐徐),2级(清风),0级(无风),\N,\N,\N,\N,\N,\N,20230121
20230121,361100,117.943433,28.454863,江西省,上饶市,\N,江西省上饶市,PARTLY_CLOUDY_DAY,07:00,17:38,0.63,1,0.05,131.1,473.5,0,10.56,13,6,0.02,0.31,0,100114.11,100477.58,99757.58,53.83,59.91,51.46,10.7,14.83,3.27,0.7,0.79,0.6,22.58,34.01,10.99,30,49,21,较不适宜,3,易发,3,很冷,8,凉爽,5,强,4,多云（白天）,无雨,\N,无雨,多云,多云,晴,\N,\N,\N,东北(NE),东东北(ENE),东北(NE),2级(清风),3级(树叶摇摆),1级(微风徐徐),\N,\N,\N,\N,\N,\N,20230121
20230121,370100,117.119999,36.651216,山东省,济南市,\N,山东省济南市,PARTLY_CLOUDY_DAY,07:20,17:24,0.51,1,0,126.8,411.6,0,4.81,9,1,0,0,0,100279.05,100680.35,100071.96,191.13,218.13,156.82,11.44,21.39,5.44,0.39,0.59,0.24,53.03,60,15.97,70,83,54,较不适宜,3,极易发,4,湿冷,12,寒冷,7,中等,3,多云（白天）,无雨,无雨,无雨,多云,多云,晴,\N,\N,\N,南(S),西南(SW),南东南(SSE),2级(清风),4级(树枝摇动),1级(微风徐徐),\N,\N,\N,\N,\N,\N,20230121
20230121,370200,120.382639,36.067082,山东省,青岛市,\N,山东省青岛市,PARTLY_CLOUDY_DAY,07:06,17:12,0.43,1,0,138,432.2,0,4.48,6,2,0.01,0.12,0,102426.76,102800.83,102203.27,183.99,186.97,206.15,16.38,25,4.72,0.51,0.68,0.3,23.23,30.56,2.11,33,48,17,较不适宜,3,易发,3,湿冷,12,极冷,8,强,4,多云（白天）,无雨,小雨,无雨,多云,多云,晴,\N,\N,\N,南(S),南(S),南西南(SSW),3级(树叶摇摆),4级(树枝摇动),1级(微风徐徐),\N,\N,\N,\N,\N,\N,20230121
20230121,370300,118.054927,36.813487,山东省,淄博市,\N,山东省淄博市,PARTLY_CLOUDY_DAY,07:17,17:20,0.47,1,0,123.9,410,0,3.69,9,-1,0,0.08,0,101418.46,101862.29,101201.97,197.32,225.49,194.8,9.46,17.59,3.17,0.34,0.6,0.2,51.87,60,12.2,64,79,47,较不适宜,3,极易发,4,湿冷,12,寒冷,7,强,4,多云（白天）,无雨,小雨,无雨,多云,多云,晴,\N,\N,\N,南西南(SSW),西南(SW),南西南(SSW),2级(清风),3级(树叶摇摆),1级(微风徐徐),\N,\N,\N,\N,\N,\N,20230121
20230121,370400,117.323725,34.810487,山东省,枣庄市,\N,山东省枣庄市,PARTLY_CLOUDY_DAY,07:15,17:27,0.61,1,0.03,109.9,408.7,0,5.6,8,0,0,0,0,101710.45,102134.65,101334.65,142.95,161.65,118.52,12.8,20.07,8.46,0.54,0.72,0.38,49.36,60,20.57,60,69,46,较适宜,2,极易发,4,湿冷,12,冷,6,弱,2,多云（白天）,无雨,无雨,无雨,多云,多云,晴,\N,\N,\N,东南(SE),南东南(SSE),东东南(ESE),3级(树叶摇摆),4级(树枝摇动),2级(清风),\N,\N,\N,\N,\N,\N,20230121
20230121,370500,118.674767,37.434751,山东省,东营市,\N,山东省东营市,PARTLY_CLOUDY_DAY,07:16,17:16,0.4,1,0,132.7,417.2,0,2.08,8,-3,0,0,0,102494.36,102942.21,102240,169.87,177.53,17.7,11.04,14.79,1.82,0.36,0.47,0.27,42.23,60,27.87,36,54,19,较适宜,2,极易发,4,湿冷,12,寒冷,7,强,4,多云（白天）,无雨,无雨,无雨,多云,多云,晴,\N,\N,\N,南(S),南(S),北东北(NNE),2级(清风),3级(树叶摇摆),1级(微风徐徐),\N,\N,\N,\N,\N,\N,20230121
