stat_date,adcode,lng,lat,province,city,district,formatted_address,skycon,astro_sunrise,astro_sunset,cloudrate_avg,cloudrate_max,cloudrate_min,dswrf_avg,dswrf_max,dswrf_min,temperature_avg,temperature_max,temperature_min,precipitation_avg,precipitation_max,precipitation_min,pressure_avg,pressure_max,pressure_min,wind_direction_avg,wind_direction_max,wind_direction_min,wind_speed_avg,wind_speed_max,wind_speed_min,humidity_avg,humidity_max,humidity_min,visibility_avg,visibility_max,visibility_min,pm25_avg,pm25_max,pm25_min,life_index_carwashing_desc,life_index_carwashing_index,life_index_coldrisk_desc,life_index_coldrisk_index,life_index_comfort_desc,life_index_comfort_index,life_index_dressing_desc,life_index_dressing_index,life_index_ultraviolet_desc,life_index_ultraviolet_index,skycon_desc,precipitation_avg_desc,precipitation_max_desc,precipitation_min_desc,cloudrate_avg_desc,cloudrate_max_desc,cloudrate_min_desc,pm25_avg_desc,pm25_max_desc,pm25_min_desc,wind_direction_avg_dec,wind_direction_max_dec,wind_direction_min_dec,wind_speed_avg_desc,wind_speed_max_desc,wind_speed_min_desc,temperature_08h_20h_avg,temperature_08h_20h_max,temperature_08h_20h_min,temperature_20h_32h_avg,temperature_20h_32h_max,temperature_20h_32h_min,ds
20221230,140500,112.851831,35.490701,山西省,晋城市,\N,山西省晋城市,CLEAR_DAY,07:37,17:24,0.01,0.3,0,129,410.8,0,-1.6,5,-7,0,0,0,93320.75,93492.74,93138.39,303.6,332.33,290.4,3.22,4.68,0.43,0.24,0.3,0.19,34.21,38.42,29.58,71,84,49,较适宜,2,极易发,4,湿冷,12,极冷,8,强,4,晴（白天）,无雨,无雨,无雨,晴,多云,晴,\N,\N,\N,西西北(WNW),北西北(NNW),西西北(WNW),1级(微风徐徐),1级(微风徐徐),0级(无风),\N,\N,\N,\N,\N,\N,20221230
20221230,140400,113.116255,36.195386,山西省,长治市,\N,山西省长治市,CLEAR_DAY,07:38,17:21,0,0.05,0,122.3,391.4,0,-2.19,4,-7,0,0,0,91102.8,91268.11,90905.31,220.81,205.4,216.03,5.31,8.03,2.89,0.28,0.36,0.19,29.81,36.91,23.92,62,68,52,较适宜,2,极易发,4,湿冷,12,极冷,8,强,4,晴（白天）,无雨,无雨,无雨,晴,晴,晴,\N,\N,\N,西南(SW),南西南(SSW),西南(SW),1级(微风徐徐),2级(清风),1级(微风徐徐),\N,\N,\N,\N,\N,\N,20221230
20221230,140300,113.580519,37.856971,山西省,阳泉市,\N,山西省阳泉市,CLEAR_DAY,07:40,17:15,0,0.01,0,107.5,346.9,0,-3.75,4,-9,0,0,0,91411.64,91616.19,91221.45,259.11,267.64,252.48,9.71,16.98,6.99,0.27,0.33,0.16,34.56,40.86,29.39,49,59,37,适宜,1,极易发,4,湿冷,12,极冷,8,强,4,晴（白天）,无雨,无雨,无雨,晴,晴,晴,\N,\N,\N,西(W),西(W),西西南(WSW),2级(清风),3级(树叶摇摆),2级(清风),\N,\N,\N,\N,\N,\N,20221230
20221230,511900,106.747477,31.867903,四川省,巴中市,\N,四川省巴中市,CLOUDY,07:52,17:58,0.84,1,0.6,108,368.2,0,5.42,8,3,0,0,0,95984.88,96189.88,95709.88,57.37,5.8,16.92,3.11,4.68,1.29,0.69,0.85,0.51,19.78,23.19,17.51,32,39,28,较不适宜,3,易发,3,湿冷,12,冷,6,弱,2,阴,无雨,无雨,无雨,多云,多云,多云,\N,\N,\N,东东北(ENE),\N,北东北(NNE),1级(微风徐徐),1级(微风徐徐),1级(微风徐徐),\N,\N,\N,\N,\N,\N,20221230
20221230,140200,113.300129,40.076762,山西省,大同市,\N,山西省大同市,CLEAR_DAY,07:48,17:09,0,0,0,85.1,283.8,0,-11.38,-2,-19,0,0,0,89686.66,89855.06,89474.7,230.37,227.98,239.38,5.44,9.09,2.33,0.35,0.43,0.24,25.15,30.45,21.96,17,45,3,适宜,1,极易发,4,湿冷,12,极冷,8,强,4,晴（白天）,无雨,无雨,无雨,晴,晴,晴,\N,\N,\N,西南(SW),西南(SW),西西南(WSW),1级(微风徐徐),2级(清风),1级(微风徐徐),\N,\N,\N,\N,\N,\N,20221230
20221230,140100,112.548879,37.87059,山西省,太原市,\N,山西省太原市,CLEAR_DAY,07:44,17:19,0.01,0.3,0,100.7,334.9,0,-5.08,3,-12,0,0,0,91649.96,91858.08,91466.17,125.74,142.42,8.32,1.87,4.54,0.38,0.24,0.29,0.18,35.89,40.21,31.46,49,61,37,较适宜,2,极易发,4,湿冷,12,极冷,8,强,4,晴（白天）,无雨,无雨,无雨,晴,多云,晴,\N,\N,\N,东南(SE),东南(SE),\N,1级(微风徐徐),1级(微风徐徐),0级(无风),\N,\N,\N,\N,\N,\N,20221230
20221230,460200,109.511909,18.252847,海南省,三亚市,\N,海南省三亚市,PARTLY_CLOUDY_DAY,07:12,18:15,0.22,0.86,0,216.7,629.5,0,18.29,24,15,0.01,0.25,0,101306.3,101504.04,101104.04,49.2,50.46,53.51,8.1,11.99,1.52,0.71,0.86,0.49,12.52,14.49,11.29,25,32,18,较不适宜,3,极易发,4,温暖,4,温暖,4,很强,5,多云（白天）,无雨,小雨,无雨,多云,多云,晴,\N,\N,\N,东北(NE),东北(NE),东北(NE),2级(清风),2级(清风),1级(微风徐徐),\N,\N,\N,\N,\N,\N,20221230
20221230,131100,115.670177,37.73892,河北省,衡水市,\N,河北省衡水市,CLEAR_DAY,07:32,17:07,0.01,0.3,0,120,373.5,0,-0.92,6,-7,0,0,0,103039.47,103280,102852.04,213.16,220.53,215.49,6.4,10.86,3.05,0.25,0.31,0.17,21.26,32.58,8.12,66,73,54,较适宜,2,极易发,4,湿冷,12,极冷,8,强,4,晴（白天）,无雨,无雨,无雨,晴,多云,晴,\N,\N,\N,南西南(SSW),西南(SW),西南(SW),2级(清风),2级(清风),1级(微风徐徐),\N,\N,\N,\N,\N,\N,20221230
20221230,131000,116.683752,39.538047,河北省,廊坊市,\N,河北省廊坊市,CLEAR_DAY,07:33,16:57,0,0,0,109.8,351,0,-2.48,4,-7,0,0,0,103076.92,103323.4,102846.63,280.13,254.77,331.99,5.9,7.52,4.32,0.26,0.34,0.16,50.49,58.2,45.01,39,47,23,较适宜,2,极易发,4,湿冷,12,极冷,8,强,4,晴（白天）,无雨,无雨,无雨,晴,晴,晴,\N,\N,\N,西(W),西西南(WSW),北西北(NNW),1级(微风徐徐),2级(清风),1级(微风徐徐),\N,\N,\N,\N,\N,\N,20221230
20221230,512000,104.627636,30.128901,四川省,资阳市,\N,四川省资阳市,PARTLY_CLOUDY_DAY,07:56,18:10,0.69,1,0.05,86.1,373.8,0,6.52,10,4,0.01,0.07,0,98077.08,98318.37,97758.37,71.4,70.82,92.06,6.16,9.56,2.89,0.71,0.87,0.54,16.29,18.28,14.01,30,41,24,较不适宜,3,易发,3,很冷,8,冷,6,强,4,多云（白天）,无雨,小雨,无雨,多云,多云,晴,\N,\N,\N,东东北(ENE),东东北(ENE),东(E),2级(清风),2级(清风),1级(微风徐徐),\N,\N,\N,\N,\N,\N,20221230
