stat_date,adcode,lng,lat,province,city,district,formatted_address,skycon,astro_sunrise,astro_sunset,cloudrate_avg,cloudrate_max,cloudrate_min,dswrf_avg,dswrf_max,dswrf_min,temperature_avg,temperature_max,temperature_min,precipitation_avg,precipitation_max,precipitation_min,pressure_avg,pressure_max,pressure_min,wind_direction_avg,wind_direction_max,wind_direction_min,wind_speed_avg,wind_speed_max,wind_speed_min,humidity_avg,humidity_max,humidity_min,visibility_avg,visibility_max,visibility_min,pm25_avg,pm25_max,pm25_min,life_index_carwashing_desc,life_index_carwashing_index,life_index_coldrisk_desc,life_index_coldrisk_index,life_index_comfort_desc,life_index_comfort_index,life_index_dressing_desc,life_index_dressing_index,life_index_ultraviolet_desc,life_index_ultraviolet_index,skycon_desc,precipitation_avg_desc,precipitation_max_desc,precipitation_min_desc,cloudrate_avg_desc,cloudrate_max_desc,cloudrate_min_desc,pm25_avg_desc,pm25_max_desc,pm25_min_desc,wind_direction_avg_dec,wind_direction_max_dec,wind_direction_min_dec,wind_speed_avg_desc,wind_speed_max_desc,wind_speed_min_desc,temperature_08h_20h_avg,temperature_08h_20h_max,temperature_08h_20h_min,temperature_20h_32h_avg,temperature_20h_32h_max,temperature_20h_32h_min,ds
20221011,632300,102.015248,35.519548,青海省,黄南藏族自治州,\N,青海省黄南藏族自治州,CLOUDY,07:14,18:42,0.83,1,0,152.5,432.7,0,9.15,16,3,0.01,0.15,0,68961.97,69165.95,68803.01,108.58,25.11,44.87,8.03,11.91,3.75,0.65,0.87,0.46,17.05,22.83,8.67,26,31,23,较不适宜,3,极易发,4,很冷,8,冷,6,最弱,1,阴,无雨,小雨,无雨,多云,多云,晴,\N,\N,\N,东东南(ESE),北东北(NNE),东北(NE),2级(清风),2级(清风),1级(微风徐徐),\N,\N,\N,\N,\N,\N,20221011
20221011,451200,108.085261,24.692931,广西壮族自治区,河池市,\N,广西壮族自治区河池市,PARTLY_CLOUDY_DAY,06:43,18:25,0.52,0.99,0.05,194.8,748.2,0,23.21,27,16,0,0,0,97470.56,97670.63,97184.4,3.59,18.63,24.13,4.83,8.92,1.58,0.52,0.66,0.29,45.58,56.93,34.15,29,46,20,适宜,1,极易发,4,热,3,热,3,最弱,1,多云（白天）,无雨,无雨,无雨,多云,多云,晴,\N,\N,\N,\N,北东北(NNE),北东北(NNE),1级(微风徐徐),2级(清风),1级(微风徐徐),\N,\N,\N,\N,\N,\N,20221011
20221011,450100,108.366543,22.817002,广西壮族自治区,南宁市,\N,广西壮族自治区南宁市,CLEAR_DAY,06:41,18:25,0.07,0.39,0,276.2,759.9,0,21.62,27,17,0,0,0,100271.16,100514.92,99964.91,26.31,8.17,12.39,9.48,12.53,4.87,0.36,0.42,0.28,39.86,45.55,35.21,22,36,13,适宜,1,极易发,4,温暖,4,温暖,4,很强,5,晴（白天）,无雨,无雨,无雨,晴,多云,晴,\N,\N,\N,北东北(NNE),\N,北东北(NNE),2级(清风),3级(树叶摇摆),1级(微风徐徐),\N,\N,\N,\N,\N,\N,20221011
20221011,451300,109.221465,23.750306,广西壮族自治区,来宾市,\N,广西壮族自治区来宾市,CLEAR_DAY,06:38,18:21,0.19,0.93,0.05,275.2,751,0,19.75,26,15,0,0,0,100423.06,100636.68,100156.68,8.32,14.18,323.57,14.52,23.5,6.53,0.3,0.46,0.19,42.18,49.89,32.12,42,54,35,适宜,1,极易发,4,舒适,5,温暖,4,强,4,晴（白天）,无雨,无雨,无雨,晴,多云,晴,\N,\N,\N,\N,北东北(NNE),西北(NW),3级(树叶摇摆),4级(树枝摇动),2级(清风),\N,\N,\N,\N,\N,\N,20221011
20221011,445300,112.044491,22.915094,广东省,云浮市,\N,广东省云浮市,CLEAR_DAY,06:26,18:10,0.06,0.3,0.01,277,739.7,0,20.23,25,16,0,0,0,99391.74,99601.57,99112.17,25.78,28.28,19.09,5.27,8.16,0.97,0.4,0.54,0.28,26.96,34.52,22.71,21,32,13,适宜,1,极易发,4,温暖,4,温暖,4,很强,5,晴（白天）,无雨,无雨,无雨,晴,多云,晴,\N,\N,\N,北东北(NNE),北东北(NNE),北东北(NNE),1级(微风徐徐),2级(清风),0级(无风),\N,\N,\N,\N,\N,\N,20221011
20221011,451400,107.364711,22.376532,广西壮族自治区,崇左市,\N,广西壮族自治区崇左市,CLEAR_DAY,06:45,18:29,0.07,0.3,0,275.2,768.3,0,20.49,27,15,0,0,0,99538.68,99772.89,99234.81,39.3,39.84,19.72,5.92,11.64,0.65,0.54,0.68,0.36,36.95,44.01,32.14,20,31,11,适宜,1,极易发,4,热,3,温暖,4,很强,5,晴（白天）,无雨,无雨,无雨,晴,多云,晴,\N,\N,\N,东北(NE),东北(NE),北东北(NNE),1级(微风徐徐),2级(清风),0级(无风),\N,\N,\N,\N,\N,\N,20221011
20221011,445200,116.372831,23.549993,广东省,揭阳市,\N,广东省揭阳市,CLEAR_DAY,06:09,17:52,0.05,0.3,0,271.1,747.5,0,22.17,28,17,0,0,0,100895.48,101142.81,100598.81,30.79,112.13,14.3,6.39,11.88,1.39,0.48,0.58,0.35,17.08,27.88,11.31,16,23,9,适宜,1,极易发,4,热,3,热,3,很强,5,晴（白天）,无雨,无雨,无雨,晴,多云,晴,\N,\N,\N,北东北(NNE),东东南(ESE),北东北(NNE),2级(清风),2级(清风),1级(微风徐徐),\N,\N,\N,\N,\N,\N,20221011
20221011,460100,110.198293,20.044001,海南省,海口市,\N,海南省海口市,PARTLY_CLOUDY_DAY,06:32,18:19,0.26,0.98,0.04,282.5,760,0,24.22,26,22,0,0,0,101338.18,101501.25,101167.17,47.21,51.27,63.15,18.71,25.43,11.24,0.6,0.76,0.48,13.26,18.98,10.53,16,23,11,较不适宜,3,易发,3,温暖,4,温暖,4,强,4,多云（白天）,无雨,无雨,无雨,多云,多云,晴,\N,\N,\N,东北(NE),东北(NE),东东北(ENE),3级(树叶摇摆),4级(树枝摇动),2级(清风),\N,\N,\N,\N,\N,\N,20221011
20221011,445100,116.622603,23.65695,广东省,潮州市,\N,广东省潮州市,CLEAR_DAY,06:08,17:51,0.08,0.3,0,269.7,746.1,0,21.28,27,17,0,0,0,100186.6,100438.43,99943.26,40.62,93.07,30.5,8.35,13.1,5.07,0.49,0.57,0.37,18.19,28.35,12.93,15,22,8,适宜,1,极易发,4,热,3,温暖,4,很强,5,晴（白天）,无雨,无雨,无雨,晴,多云,晴,\N,\N,\N,东北(NE),东(E),北东北(NNE),2级(清风),3级(树叶摇摆),1级(微风徐徐),\N,\N,\N,\N,\N,\N,20221011
20221011,442000,113.392782,22.517645,广东省,中山市,\N,广东省中山市,CLEAR_DAY,06:21,18:05,0.04,0.3,0,278.1,749.8,0,22.58,26,19,0,0,0,101415.28,101643.9,101160.67,14.13,9.05,5.7,11.36,16.5,2.04,0.29,0.36,0.23,27.2,36.74,19.6,24,32,17,适宜,1,易发,3,温暖,4,热,3,很强,5,晴（白天）,无雨,无雨,无雨,晴,多云,晴,\N,\N,\N,北东北(NNE),\N,\N,2级(清风),3级(树叶摇摆),1级(微风徐徐),\N,\N,\N,\N,\N,\N,20221011
